id,gpa,gre,college_prep,major_applied,num_ext_act,num_ap_passed,essay_score,num_letter_rec,fasfa_status,admission
17317,3.9,284,Yes,Business,4,0,3,1,In Progress,Accepted
17318,2.68,300,Yes,Social Sciences,2,8,9,3,Completed,Accepted
17319,3.2,305,Yes,Business,4,4,3,1,Not Started,Rejected
17320,3.34,321,Yes,Social Sciences,0,3,10,3,Completed,Accepted
17321,3.19,310,No,Business,5,3,6,3,Completed,Accepted
17322,2.62,299,Yes,Arts,4,1,10,3,Completed,Rejected
17323,3.61,291,Yes,Life Sciences,3,6,9,2,In Progress,Accepted
17324,2.72,272,Yes,Life Sciences,2,6,5,1,In Progress,Rejected
17325,3.86,278,Yes,Social Sciences,4,5,6,1,Completed,Accepted
17326,2.55,305,Yes,Life Sciences,1,6,8,2,Completed,Rejected
17327,3.27,304,Yes,History,1,8,5,1,In Progress,Rejected
17328,3.93,287,Yes,Information Systems,3,6,10,3,Completed,Accepted
17329,2.92,310,Yes,Information Systems,3,0,10,2,Completed,Accepted
17330,2.74,303,Yes,Communications,0,4,5,3,In Progress,Accepted
17331,3.1,290,Yes,Communications,1,0,6,2,In Progress,Rejected
17332,2.91,272,Yes,History,2,2,5,2,Not Started,Accepted
17333,2.57,301,Yes,Social Sciences,4,6,6,3,In Progress,Rejected
17334,3.1,295,Yes,Life Sciences,5,6,3,2,Not Started,Accepted
17335,3.75,277,Yes,History,5,1,8,1,Completed,Rejected
17336,3.04,312,Yes,Information Systems,5,3,7,2,Completed,Accepted
17337,3.99,290,Yes,Communications,0,5,10,1,Completed,Rejected
17338,3.58,330,Yes,Language,3,0,10,2,In Progress,Accepted
17339,3.49,327,Yes,Language,1,0,10,1,In Progress,Accepted
17340,3.13,307,Yes,Social Sciences,1,3,10,1,Completed,Accepted
17341,2.79,309,Yes,Business,1,0,9,2,In Progress,Rejected
17342,2.51,319,Yes,History,0,8,9,1,Completed,Accepted
17343,3.75,288,Yes,Information Systems,4,5,4,1,Completed,Accepted
17344,3.1,310,Yes,Business,4,4,7,3,Completed,Accepted
17345,2.68,293,Yes,Business,3,3,5,3,Completed,Accepted
17346,3.99,294,Yes,Social Sciences,2,5,5,3,Completed,Accepted
17347,3.37,279,Yes,Social Sciences,5,3,4,3,Completed,Accepted
17348,3.67,295,Yes,Social Sciences,4,0,9,3,Completed,Accepted
17349,3.61,312,Yes,Life Sciences,1,4,10,1,Completed,Accepted
17350,2.68,293,Yes,Business,0,3,4,1,In Progress,Accepted
17351,3.31,279,Yes,Social Sciences,2,3,4,1,In Progress,Rejected
17352,3.79,287,Yes,Business,5,5,6,1,In Progress,Accepted
17353,2.8,287,No,History,0,4,6,2,Not Started,Accepted
17354,3.06,291,Yes,Social Sciences,2,6,10,2,Completed,Accepted
17355,3.53,284,Yes,Social Sciences,1,6,6,1,Completed,Accepted
17356,3.13,290,Yes,Life Sciences,0,6,9,2,Completed,Accepted
17357,2.57,293,Yes,Communications,2,8,3,1,Completed,Accepted
17358,3.49,298,No,Life Sciences,1,4,3,3,Not Started,Accepted
17359,2.74,278,Yes,Communications,4,4,9,3,In Progress,Accepted
17360,2.77,299,No,Business,0,8,10,3,Not Started,Rejected
17361,3.09,302,Yes,Communications,2,6,3,3,Completed,Accepted
17362,3.24,311,Yes,Information Systems,4,3,4,3,Not Started,Accepted
17363,2.61,326,Yes,Social Sciences,3,7,4,2,Not Started,Accepted
17364,3.91,314,No,Life Sciences,1,8,7,3,Completed,Accepted
17365,3.5,322,Yes,Life Sciences,5,6,5,3,Completed,Accepted
17366,3.59,311,Yes,Business,4,6,5,1,In Progress,Accepted
17367,3.17,310,Yes,Life Sciences,3,2,8,3,Not Started,Accepted
17368,3.25,265,Yes,Engineering,5,6,3,3,Completed,Accepted
17369,2.7,272,Yes,Business,1,3,7,3,Completed,Rejected
17370,3.98,290,No,Social Sciences,2,8,8,1,Completed,Accepted
17371,2.62,309,Yes,Information Systems,0,6,6,1,Completed,Accepted
17372,3.46,293,Yes,Social Sciences,1,1,8,3,Completed,Rejected
17373,3.48,317,Yes,Language,3,8,10,3,In Progress,Accepted
17374,2.67,313,Yes,Business,5,2,3,1,Completed,Rejected
17375,2.6,283,Yes,Life Sciences,1,1,9,2,Completed,Accepted
17376,3.66,299,Yes,Information Systems,0,1,7,1,Completed,Rejected
17377,3.55,296,Yes,Business,5,6,10,1,Completed,Rejected
17378,2.84,302,Yes,Business,4,6,3,2,In Progress,Accepted
17379,2.87,297,Yes,Life Sciences,3,2,3,2,Completed,Accepted
17380,2.67,301,No,Business,3,6,9,1,Completed,Accepted
17381,3.4,285,Yes,Social Sciences,1,1,9,3,In Progress,Rejected
17382,3.88,305,Yes,Business,1,4,10,2,Completed,Accepted
17383,3.0,312,Yes,Engineering,3,2,7,1,In Progress,Accepted
17384,2.64,307,Yes,Social Sciences,5,0,9,1,Completed,Accepted
17385,2.58,287,Yes,Information Systems,2,5,4,3,In Progress,Rejected
17386,3.66,316,Yes,Business,4,3,10,1,Not Started,Accepted
17387,2.97,299,No,Social Sciences,1,1,6,1,In Progress,Accepted
17388,3.79,308,Yes,Information Systems,3,1,8,1,In Progress,Accepted
17389,2.59,299,Yes,Life Sciences,4,0,7,2,Completed,Rejected
17390,2.61,295,Yes,Arts,1,5,10,2,Completed,Rejected
17391,3.12,312,Yes,Communications,0,5,6,2,Completed,Rejected
17392,2.81,308,Yes,Business,1,3,4,2,In Progress,Accepted
17393,3.9,267,Yes,Business,5,4,4,2,Completed,Rejected
17394,3.49,324,Yes,Social Sciences,4,6,7,1,Completed,Rejected
17395,2.56,305,Yes,Business,1,1,7,3,Not Started,Accepted
17396,2.51,311,Yes,Business,0,7,9,2,In Progress,Accepted
17397,2.82,297,Yes,Life Sciences,3,2,9,2,In Progress,Rejected
17398,3.19,306,Yes,Social Sciences,4,7,7,1,Completed,Accepted
17399,3.54,322,No,History,3,8,5,3,Completed,Accepted
17400,3.35,304,Yes,Business,5,8,6,1,Not Started,Accepted
17401,3.18,316,Yes,Information Systems,1,1,5,3,Completed,Accepted
17402,3.26,284,Yes,Social Sciences,4,5,9,2,Not Started,Accepted
17403,3.13,315,Yes,Language,5,7,4,2,Not Started,Accepted
17404,2.87,317,Yes,Information Systems,1,5,8,3,In Progress,Accepted
17405,3.38,294,Yes,Communications,2,2,6,3,In Progress,Accepted
17406,3.74,269,Yes,Information Systems,3,0,3,2,Completed,Rejected
17407,2.8,305,Yes,Information Systems,3,2,5,3,Completed,Accepted
17408,2.94,304,Yes,Social Sciences,5,3,8,1,Completed,Accepted
17409,3.94,305,Yes,Business,4,5,6,1,Completed,Accepted
17410,3.96,288,Yes,Business,2,3,10,1,Completed,Accepted
17411,3.89,309,Yes,Business,1,6,3,3,Completed,Rejected
17412,3.72,304,Yes,Business,4,5,5,1,In Progress,Accepted
17413,2.77,285,Yes,Social Sciences,5,5,9,3,In Progress,Rejected
17414,3.01,323,No,Business,3,6,10,3,Completed,Accepted
17415,2.98,332,Yes,Communications,4,0,4,1,In Progress,Accepted
17416,3.17,299,Yes,Life Sciences,1,3,10,3,Completed,Accepted
17417,3.3,279,No,Social Sciences,2,6,7,1,In Progress,Accepted
17418,2.82,295,Yes,Communications,5,8,7,1,Completed,Rejected
17419,2.7,306,Yes,Life Sciences,3,2,10,2,Completed,Accepted
17420,3.42,314,Yes,Social Sciences,1,5,4,2,Completed,Accepted
17421,3.98,284,Yes,Business,3,7,10,2,In Progress,Accepted
17422,3.67,329,Yes,Life Sciences,1,8,7,1,In Progress,Accepted
17423,3.31,287,Yes,Social Sciences,0,2,9,2,In Progress,Rejected
17424,3.45,307,Yes,History,4,5,8,3,Completed,Accepted
17425,3.41,286,Yes,History,1,0,8,3,Completed,Accepted
17426,3.85,277,No,Social Sciences,3,0,9,3,Completed,Accepted
17427,3.08,285,Yes,Social Sciences,2,3,9,3,Completed,Accepted
17428,3.07,297,Yes,Social Sciences,0,4,4,2,Not Started,Accepted
17429,3.89,305,Yes,Business,3,7,10,3,In Progress,Accepted
17430,2.66,306,Yes,Life Sciences,2,0,3,1,Not Started,Accepted
17431,3.37,296,Yes,Social Sciences,5,6,10,3,In Progress,Accepted
17432,3.73,303,No,Language,3,3,7,1,Completed,Accepted
17433,3.6,306,No,Social Sciences,5,7,4,3,In Progress,Rejected
17434,2.65,275,Yes,History,3,8,4,3,In Progress,Accepted
17435,2.65,336,Yes,History,2,3,5,2,In Progress,Accepted
17436,3.09,286,Yes,Social Sciences,1,4,3,1,In Progress,Rejected
17437,2.74,290,Yes,Business,0,5,6,2,Completed,Accepted
17438,3.33,289,No,Life Sciences,4,4,5,3,In Progress,Accepted
17439,3.62,293,Yes,Social Sciences,1,5,8,1,Completed,Accepted
17440,3.88,324,Yes,Social Sciences,0,4,3,2,Not Started,Accepted
17441,3.92,289,Yes,Arts,0,3,7,3,Completed,Rejected
17442,2.6,296,Yes,Life Sciences,2,4,5,3,In Progress,Accepted
17443,2.88,304,Yes,Language,4,5,7,2,Not Started,Rejected
17444,3.84,299,Yes,Social Sciences,2,1,3,3,In Progress,Accepted
17445,2.53,298,Yes,Communications,3,5,4,1,In Progress,Accepted
17446,2.99,297,Yes,Information Systems,1,8,7,2,In Progress,Accepted
17447,3.51,315,Yes,Communications,4,6,7,1,Completed,Accepted
17448,2.62,303,Yes,Arts,4,7,5,2,In Progress,Rejected
17449,3.87,316,Yes,Social Sciences,0,3,5,2,Not Started,Rejected
17450,2.68,311,Yes,Information Systems,2,2,8,3,In Progress,Accepted
17451,3.38,311,Yes,Business,5,8,6,2,In Progress,Rejected
17452,3.0,272,Yes,Information Systems,0,1,5,2,In Progress,Rejected
17453,3.58,311,Yes,Business,4,5,4,2,In Progress,Rejected
17454,2.64,311,Yes,Life Sciences,5,3,5,2,Completed,Accepted
17455,3.45,287,Yes,Social Sciences,3,6,8,2,Not Started,Rejected
17456,3.52,303,Yes,Business,5,1,9,2,Completed,Rejected
17457,3.32,280,Yes,Social Sciences,5,8,8,2,Not Started,Accepted
17458,3.15,279,Yes,Arts,5,4,9,3,Completed,Accepted
17459,2.92,284,Yes,Social Sciences,1,6,6,2,Completed,Accepted
17460,2.91,299,Yes,Social Sciences,1,0,3,2,In Progress,Accepted
17461,3.88,299,Yes,Life Sciences,2,0,8,2,Completed,Rejected
17462,2.93,299,Yes,Business,0,5,3,3,Completed,Rejected
17463,3.93,306,Yes,Life Sciences,0,2,8,2,Completed,Accepted
17464,2.73,315,Yes,Information Systems,5,7,7,1,In Progress,Accepted
17465,2.83,277,Yes,Life Sciences,5,2,5,2,In Progress,Accepted
17466,3.47,317,Yes,Engineering,0,2,9,1,In Progress,Accepted
17467,3.38,294,Yes,Social Sciences,4,4,9,2,In Progress,Accepted
17468,3.8,271,Yes,History,2,2,9,1,Completed,Rejected
17469,3.37,308,Yes,Communications,4,7,9,2,Completed,Accepted
17470,2.53,321,Yes,Business,5,5,3,2,Completed,Rejected
17471,3.51,329,Yes,Engineering,3,6,5,2,In Progress,Accepted
17472,3.71,305,Yes,Social Sciences,4,5,4,1,Completed,Rejected
17473,3.79,315,Yes,Arts,2,1,9,3,Completed,Accepted
17474,3.6,297,Yes,Life Sciences,3,2,8,1,Not Started,Accepted
17475,3.09,294,Yes,History,2,0,8,2,In Progress,Accepted
17476,3.63,305,Yes,History,5,0,4,2,Completed,Accepted
17477,3.38,299,Yes,Social Sciences,3,3,6,3,Not Started,Rejected
17478,2.69,301,Yes,Arts,1,4,6,1,In Progress,Rejected
17479,2.72,289,Yes,Social Sciences,2,5,10,3,Completed,Accepted
17480,3.69,309,Yes,Information Systems,1,1,10,3,Not Started,Accepted
17481,2.99,275,Yes,Business,0,4,5,3,In Progress,Accepted
17482,2.77,291,Yes,History,3,4,4,1,Completed,Accepted
17483,2.62,299,Yes,Life Sciences,0,2,10,1,In Progress,Rejected
17484,3.35,278,Yes,Social Sciences,4,5,6,2,Completed,Accepted
17485,3.56,305,Yes,Social Sciences,0,4,10,3,In Progress,Accepted
17486,2.74,289,Yes,Information Systems,3,5,8,1,Completed,Rejected
17487,3.27,304,Yes,Engineering,1,1,4,3,Completed,Accepted
17488,3.35,285,No,Social Sciences,0,4,9,3,Completed,Rejected
17489,3.32,259,Yes,Arts,4,4,5,1,Completed,Rejected
17490,3.12,286,Yes,Business,5,8,10,2,In Progress,Rejected
17491,3.73,295,Yes,Arts,1,1,4,1,Completed,Accepted
17492,2.85,300,Yes,History,0,6,5,2,Not Started,Accepted
17493,3.29,309,No,Information Systems,5,4,7,2,In Progress,Accepted
17494,3.79,283,Yes,Language,5,3,6,3,Completed,Rejected
17495,2.73,287,No,Business,0,1,8,1,Completed,Rejected
17496,2.7,289,Yes,Social Sciences,4,3,3,2,In Progress,Accepted
17497,3.54,321,No,Engineering,0,3,10,3,Completed,Accepted
17498,3.4,288,Yes,Business,4,0,4,1,Completed,Accepted
17499,2.61,298,Yes,Information Systems,1,2,10,1,Completed,Accepted
17500,3.68,298,Yes,Business,4,7,6,3,Not Started,Accepted
17501,2.52,326,Yes,Information Systems,0,1,3,3,Completed,Accepted
17502,3.21,307,Yes,Information Systems,2,4,4,1,Completed,Rejected
17503,2.78,315,Yes,Life Sciences,3,3,7,3,Completed,Rejected
17504,2.75,304,Yes,Life Sciences,3,8,9,3,Completed,Accepted
17505,2.86,300,Yes,Communications,0,2,8,2,Not Started,Accepted
17506,3.9,303,Yes,Social Sciences,4,3,10,1,Not Started,Accepted
17507,2.63,284,Yes,Life Sciences,1,5,10,3,Not Started,Accepted
17508,2.63,290,Yes,Life Sciences,5,7,4,1,In Progress,Accepted
17509,3.13,324,Yes,Business,0,7,9,1,Completed,Rejected
17510,3.13,304,Yes,Information Systems,3,0,10,2,Completed,Accepted
17511,3.45,302,Yes,Business,4,1,3,2,Completed,Accepted
17512,3.42,279,Yes,Information Systems,1,3,5,3,In Progress,Accepted
17513,2.64,313,Yes,History,3,8,6,1,In Progress,Accepted
17514,2.56,296,Yes,Arts,0,2,3,2,Completed,Rejected
17515,3.68,278,No,Social Sciences,5,7,6,1,In Progress,Accepted
17516,2.5,311,Yes,Life Sciences,5,4,9,1,Completed,Accepted
17517,2.57,299,No,Social Sciences,1,2,7,2,Completed,Accepted
17518,3.82,283,No,Life Sciences,5,2,7,3,Completed,Accepted
17519,3.35,315,Yes,History,0,6,9,1,Completed,Rejected
17520,3.53,305,No,History,5,6,5,1,Completed,Rejected
17521,3.12,288,Yes,Social Sciences,3,8,5,2,Not Started,Accepted
17522,2.71,309,Yes,Life Sciences,0,4,8,2,In Progress,Accepted
17523,3.42,305,Yes,Social Sciences,3,0,3,3,In Progress,Accepted
17524,2.93,296,Yes,Life Sciences,1,4,8,2,Not Started,Rejected
17525,3.41,267,Yes,Social Sciences,4,0,10,3,Completed,Accepted
17526,3.34,288,Yes,Communications,5,7,7,3,Completed,Rejected
17527,3.21,296,Yes,Information Systems,4,2,5,3,Completed,Accepted
17528,3.79,278,Yes,History,1,8,8,1,Completed,Accepted
17529,3.33,306,Yes,Business,2,1,3,1,In Progress,Accepted
17530,3.7,290,Yes,Information Systems,0,6,8,3,Not Started,Rejected
17531,3.87,306,Yes,History,4,4,7,1,In Progress,Accepted
17532,2.66,271,No,Business,0,8,8,1,In Progress,Accepted
17533,3.1,296,Yes,Business,0,5,4,3,Not Started,Rejected
17534,2.64,295,Yes,Engineering,1,3,5,2,Not Started,Accepted
17535,3.59,317,Yes,Business,3,6,3,1,Completed,Rejected
17536,2.98,316,Yes,Engineering,3,5,6,1,In Progress,Accepted
17537,3.57,281,Yes,Life Sciences,2,8,6,2,Completed,Rejected
17538,3.01,315,Yes,Life Sciences,5,7,8,2,Completed,Rejected
17539,2.53,316,Yes,Social Sciences,5,0,8,3,Completed,Rejected
17540,3.84,307,No,Social Sciences,2,3,10,3,Completed,Accepted
17541,3.87,298,Yes,Life Sciences,5,4,4,2,In Progress,Accepted
17542,3.89,317,Yes,Social Sciences,3,2,6,1,Completed,Accepted
17543,3.85,287,Yes,Business,2,8,3,1,Completed,Accepted
17544,3.14,312,Yes,Communications,3,5,3,1,In Progress,Accepted
17545,3.62,323,No,Social Sciences,0,2,6,2,Completed,Accepted
17546,3.82,309,Yes,Communications,0,7,3,1,In Progress,Rejected
17547,3.07,304,Yes,History,4,6,8,3,Completed,Rejected
17548,3.27,263,Yes,Business,5,8,3,3,In Progress,Rejected
17549,2.8,294,Yes,Social Sciences,0,1,7,2,Not Started,Rejected
17550,3.91,334,Yes,Social Sciences,4,1,8,3,Completed,Accepted
17551,3.09,325,No,Communications,1,3,10,1,In Progress,Accepted
17552,2.71,288,No,Communications,4,1,7,2,Completed,Accepted
17553,3.32,277,Yes,Communications,2,7,7,1,In Progress,Accepted
17554,2.79,290,Yes,Language,0,5,7,2,Completed,Accepted
17555,2.56,281,Yes,Business,3,3,4,3,In Progress,Rejected
17556,3.91,297,Yes,Communications,0,6,7,1,Completed,Accepted
17557,3.47,287,Yes,Life Sciences,0,8,7,1,Completed,Accepted
17558,3.66,278,Yes,Engineering,2,0,4,3,In Progress,Rejected
17559,3.21,299,Yes,Life Sciences,1,5,5,1,Completed,Rejected
17560,3.92,288,No,Social Sciences,2,2,9,3,Completed,Accepted
17561,3.44,292,Yes,Social Sciences,2,0,7,2,Completed,Accepted
17562,3.01,304,Yes,Information Systems,0,0,5,3,Completed,Accepted
17563,2.9,274,Yes,Language,5,2,5,1,Not Started,Accepted
17564,3.38,310,Yes,Engineering,3,1,3,3,Completed,Accepted
17565,3.97,310,No,Social Sciences,0,4,6,1,Completed,Accepted
17566,3.97,317,Yes,Social Sciences,3,0,4,1,In Progress,Accepted
17567,2.62,292,No,Social Sciences,3,1,7,3,Completed,Rejected
17568,2.96,308,Yes,Life Sciences,5,3,3,2,In Progress,Accepted
17569,3.09,302,Yes,Social Sciences,3,3,3,3,Completed,Accepted
17570,3.59,290,Yes,Business,2,1,9,2,In Progress,Accepted
17571,3.43,310,Yes,Information Systems,3,0,6,1,Completed,Accepted
17572,3.61,296,Yes,Business,2,7,5,2,Completed,Accepted
17573,3.08,290,Yes,Social Sciences,3,8,4,3,In Progress,Rejected
17574,3.52,300,Yes,Communications,1,8,4,2,Completed,Accepted
17575,3.81,300,Yes,Social Sciences,0,4,4,2,In Progress,Rejected
17576,3.84,313,Yes,Life Sciences,4,7,3,3,In Progress,Accepted
17577,3.11,328,Yes,History,4,7,7,2,In Progress,Rejected
17578,3.7,322,Yes,Life Sciences,1,8,5,1,In Progress,Accepted
17579,2.63,334,Yes,Social Sciences,1,6,4,1,Not Started,Rejected
17580,3.36,312,Yes,Arts,0,2,10,1,In Progress,Accepted
17581,3.85,283,Yes,Arts,1,8,4,1,Completed,Accepted
17582,3.72,284,Yes,Life Sciences,4,8,7,2,Completed,Rejected
17583,2.96,286,Yes,Business,1,2,10,2,Completed,Rejected
17584,2.88,307,Yes,Information Systems,4,6,10,1,Completed,Accepted
17585,2.68,320,No,Social Sciences,0,1,7,2,Completed,Accepted
17586,3.49,285,Yes,History,2,4,5,3,In Progress,Accepted
17587,2.8,316,Yes,Information Systems,3,2,3,3,Completed,Rejected
17588,3.35,286,Yes,Arts,1,8,9,2,Completed,Accepted
17589,3.91,308,Yes,Language,5,3,9,3,In Progress,Rejected
17590,3.69,337,Yes,Business,5,4,5,1,In Progress,Accepted
17591,2.97,303,Yes,Communications,2,8,3,2,Completed,Rejected
17592,3.84,309,Yes,Social Sciences,4,0,10,2,Completed,Accepted
17593,3.54,279,Yes,History,1,8,3,1,In Progress,Accepted
17594,2.75,305,Yes,Business,0,8,6,2,Not Started,Accepted
17595,3.54,298,Yes,Business,3,1,6,3,Completed,Rejected
17596,3.22,285,No,Life Sciences,0,2,7,3,Completed,Rejected
17597,3.2,303,No,Social Sciences,3,8,3,3,Not Started,Rejected
17598,3.75,302,Yes,Social Sciences,3,2,3,2,In Progress,Rejected
17599,2.56,299,No,Language,0,5,4,3,Completed,Rejected
17600,3.75,292,Yes,History,5,4,9,2,Completed,Accepted
17601,2.84,318,Yes,Business,3,6,3,2,Completed,Accepted
17602,3.41,291,Yes,Engineering,2,0,5,2,In Progress,Accepted
17603,2.61,299,Yes,Life Sciences,2,2,7,1,Completed,Accepted
17604,2.5,303,Yes,Life Sciences,4,1,5,2,Completed,Accepted
17605,3.59,286,Yes,Business,5,1,8,3,Completed,Accepted
17606,3.5,289,Yes,Social Sciences,3,7,3,2,Completed,Accepted
17607,3.21,309,Yes,Information Systems,3,4,5,3,In Progress,Accepted
17608,2.69,328,No,Social Sciences,0,0,9,1,Completed,Rejected
17609,3.93,283,Yes,Language,0,6,8,3,Completed,Accepted
17610,3.61,289,Yes,History,2,3,7,2,Completed,Accepted
17611,2.7,269,Yes,Social Sciences,5,4,7,1,Completed,Accepted
17612,3.5,314,Yes,History,1,4,8,3,Not Started,Rejected
17613,2.84,317,Yes,Life Sciences,1,7,4,3,Completed,Accepted
17614,3.99,291,Yes,Information Systems,2,2,4,1,In Progress,Accepted
17615,2.56,293,Yes,Social Sciences,4,8,4,2,In Progress,Rejected
17616,3.75,296,No,Information Systems,2,5,9,2,Not Started,Rejected
17617,2.8,313,Yes,Social Sciences,5,8,9,2,Completed,Rejected
17618,2.82,277,Yes,Social Sciences,4,0,5,3,Not Started,Accepted
17619,3.54,302,Yes,Information Systems,1,1,4,1,Completed,Accepted
17620,3.37,306,Yes,History,4,2,7,2,In Progress,Accepted
17621,2.96,286,Yes,Life Sciences,2,2,10,3,In Progress,Rejected
17622,2.98,286,Yes,Business,5,8,5,3,Not Started,Accepted
17623,2.96,281,Yes,Life Sciences,1,6,7,2,Completed,Accepted
17624,2.59,306,Yes,Communications,2,5,9,1,Not Started,Accepted
17625,3.37,270,Yes,Life Sciences,3,1,3,2,Completed,Accepted
17626,3.97,295,Yes,Communications,2,7,6,3,Completed,Accepted
17627,3.68,287,Yes,Life Sciences,5,1,9,1,In Progress,Accepted
17628,3.16,313,Yes,Life Sciences,1,7,4,3,In Progress,Rejected
17629,2.52,292,Yes,Information Systems,4,0,7,1,Not Started,Rejected
17630,3.88,281,Yes,History,4,5,7,2,Completed,Rejected
17631,3.0,313,Yes,Communications,4,2,9,2,Completed,Accepted
17632,3.42,291,Yes,Business,3,8,5,1,In Progress,Accepted
17633,3.89,299,Yes,Business,4,6,7,2,Completed,Rejected
17634,3.65,289,Yes,Communications,2,1,10,2,In Progress,Accepted
17635,3.44,280,Yes,Information Systems,2,7,3,3,Not Started,Rejected
17636,2.91,321,Yes,Information Systems,1,7,10,2,In Progress,Accepted
17637,3.54,287,Yes,Social Sciences,4,7,10,3,Completed,Rejected
17638,3.03,306,Yes,Communications,3,2,7,3,Completed,Rejected
17639,2.83,301,Yes,Business,0,7,6,1,Completed,Accepted
17640,2.95,282,Yes,Business,0,8,8,3,Not Started,Accepted
17641,2.97,298,Yes,Business,3,4,9,1,Completed,Accepted
17642,2.69,287,Yes,Engineering,2,1,8,2,Completed,Accepted
17643,3.88,296,Yes,Life Sciences,2,2,5,3,In Progress,Accepted
17644,3.99,280,Yes,Information Systems,0,2,9,2,Completed,Accepted
17645,3.4,297,No,Business,3,3,5,1,In Progress,Accepted
17646,2.78,314,Yes,Language,1,6,10,2,In Progress,Accepted
17647,2.99,300,Yes,Social Sciences,1,2,7,2,In Progress,Accepted
17648,3.18,286,No,Arts,0,7,9,1,In Progress,Accepted
17649,3.88,317,Yes,Social Sciences,4,2,10,3,In Progress,Accepted
17650,3.54,292,Yes,Business,1,8,5,1,Completed,Accepted
17651,3.03,291,No,Communications,5,0,7,3,Completed,Accepted
17652,3.04,306,Yes,Life Sciences,0,0,7,2,In Progress,Accepted
17653,3.34,288,Yes,Life Sciences,5,2,3,3,Not Started,Accepted
17654,2.85,281,Yes,History,5,0,4,2,In Progress,Accepted
17655,2.82,274,Yes,Life Sciences,4,8,6,2,In Progress,Accepted
17656,3.65,284,Yes,Language,5,2,6,1,Completed,Accepted
17657,2.52,311,Yes,Life Sciences,2,1,8,2,Not Started,Accepted
17658,3.76,283,No,Life Sciences,1,8,6,2,In Progress,Accepted
17659,3.93,304,Yes,Business,0,7,4,3,Completed,Rejected
17660,3.32,292,No,Communications,1,0,4,3,Completed,Rejected
17661,3.72,303,Yes,Language,0,0,9,2,Not Started,Rejected
17662,2.97,309,Yes,Language,2,4,10,2,Completed,Accepted
17663,3.06,312,Yes,Communications,5,0,3,3,Completed,Accepted
17664,3.62,291,Yes,History,4,8,7,3,Completed,Accepted
17665,3.43,276,No,Social Sciences,5,3,8,2,In Progress,Accepted
17666,3.57,293,Yes,Business,4,5,7,1,In Progress,Accepted
17667,2.88,325,Yes,Information Systems,3,4,8,2,Not Started,Accepted
17668,2.72,288,Yes,Arts,1,3,5,1,Completed,Accepted
17669,2.8,300,Yes,Social Sciences,4,1,3,1,Not Started,Accepted
17670,3.21,270,Yes,Business,1,3,8,1,Not Started,Accepted
17671,2.93,275,Yes,Communications,1,8,3,3,Completed,Accepted
17672,3.06,275,Yes,Communications,2,0,9,2,Not Started,Accepted
17673,2.65,276,Yes,Engineering,5,7,9,1,Completed,Accepted
17674,3.45,296,Yes,Information Systems,1,2,7,2,Completed,Accepted
17675,2.6,291,No,Social Sciences,1,1,7,3,Completed,Accepted
17676,2.58,327,Yes,History,1,2,9,1,In Progress,Accepted
17677,2.97,310,No,Arts,3,7,4,3,In Progress,Rejected
17678,3.64,297,Yes,Social Sciences,1,0,9,1,Completed,Accepted
17679,3.09,300,Yes,History,0,3,7,1,Completed,Accepted
17680,3.43,289,Yes,Business,4,0,8,3,In Progress,Accepted
17681,3.51,312,Yes,Life Sciences,3,6,8,1,Completed,Accepted
17682,2.85,320,Yes,Communications,3,1,9,2,Not Started,Accepted
17683,2.96,308,Yes,Language,5,5,3,2,In Progress,Rejected
17684,2.66,304,Yes,History,2,4,8,1,Completed,Accepted
17685,3.44,285,Yes,Business,5,4,8,3,In Progress,Accepted
17686,3.03,297,Yes,Language,1,0,5,1,In Progress,Accepted
17687,3.46,272,Yes,History,1,3,8,2,Not Started,Accepted
17688,2.83,294,Yes,Business,3,1,10,1,In Progress,Accepted
17689,3.42,314,Yes,Business,5,1,8,1,In Progress,Accepted
17690,3.54,296,No,Business,2,0,8,2,Completed,Rejected
17691,2.51,319,Yes,Communications,3,2,6,3,Completed,Accepted
17692,2.6,305,Yes,Business,4,6,6,3,Not Started,Accepted
17693,3.75,322,Yes,History,4,3,5,3,Completed,Accepted
17694,2.82,307,Yes,Business,5,4,3,2,Completed,Accepted
17695,3.48,299,Yes,Social Sciences,2,2,10,1,In Progress,Accepted
17696,3.71,307,Yes,Business,1,1,5,2,Completed,Accepted
17697,2.86,320,No,Social Sciences,0,4,8,1,In Progress,Accepted
17698,2.78,311,Yes,Life Sciences,5,4,9,2,In Progress,Rejected
17699,3.2,289,Yes,Social Sciences,1,5,3,2,Completed,Accepted
17700,3.09,295,Yes,Life Sciences,5,6,9,1,In Progress,Accepted
17701,3.38,312,Yes,Information Systems,5,0,5,3,Completed,Accepted
17702,2.95,269,Yes,Information Systems,0,1,6,2,In Progress,Accepted
17703,3.26,309,Yes,Business,4,6,6,2,In Progress,Accepted
17704,2.61,321,Yes,Engineering,4,4,10,2,Completed,Rejected
17705,2.61,285,Yes,Life Sciences,4,6,7,2,Not Started,Accepted
17706,3.06,301,Yes,Life Sciences,0,0,4,1,Completed,Rejected
17707,3.83,299,Yes,Social Sciences,3,3,9,1,Completed,Accepted
17708,3.45,301,Yes,Communications,0,5,4,2,In Progress,Accepted
17709,2.64,292,Yes,Information Systems,4,8,9,1,Completed,Accepted
17710,3.43,309,Yes,Communications,2,8,7,3,In Progress,Accepted
17711,2.52,279,Yes,Life Sciences,3,1,9,2,Completed,Rejected
