id,gender,age,annual_income,spending_score,perf_shop_meth,member_level
23829,Male,37,62102.32,35,InStore,gold
23830,Female,72,108723.88,44,Online,gold
23831,Female,60,53681.93,59,BOPS,gold
23832,Female,22,-16483.86,89,BOPS,gold
23833,Male,79,87692.28,54,InStore,none
23834,Female,22,42645.22,44,Online,silver
23835,Non-binary,20,60673.02,83,InStore,platinum
23836,Male,41,32961.55,83,Online,none
23837,Male,75,69193.55,64,InStore,silver
23838,Female,19,88181,63,BOPS,silver
23839,Female,78,59365.48,84,InStore,silver
23840,Male,35,20089.71,37,Online,silver
23841,Male,68,95158.66,74,Online,none
23842,Male,67,18308.65,53,InStore,silver
23843,Female,75,44751.57,67,BOPS,none
23844,Male,53,17464.14,70,Online,none
23845,Female,79,36787.58,81,InStore,silver
23846,Female,36,44749.78,75,Online,silver
23847,Female,54,49130.69,43,InStore,none
23848,Agender,64,67475.48,62,InStore,none
23849,Male,47,32598.28,55,InStore,none
23850,Genderfluid,63,79592.7,74,InStore,silver
23851,Female,33,34801.05,50,InStore,none
23852,Genderqueer,45,99971.23,56,Online,none
23853,Male,49,-16992.54,88,InStore,silver
23854,Male,25,99040.04,50,Online,none
23855,Male,27,87556.57,77,InStore,none
23856,Female,63,42918.07,38,Online,none
23857,Female,81,69489.07,70,InStore,platinum
23858,Female,54,84945.29,61,InStore,none
23859,Female,23,97810.99,56,BOPS,silver
23860,Male,45,47624.78,91,InStore,none
23861,Bigender,72,64686.29,77,InStore,silver
23862,Female,43,64484.38,85,Online,none
23863,Female,74,72884.25,69,InStore,none
23864,Agender,41,6971.83,57,InStore,silver
23865,Female,24,47154.93,65,InStore,platinum
23866,Male,73,50889.43,75,InStore,gold
23867,Male,29,71161.18,62,InStore,silver
23868,Male,54,-4626,91,InStore,none
23869,Male,83,56593.41,53,InStore,silver
23870,Bigender,69,73739.34,81,InStore,gold
23871,Male,45,64825.13,66,InStore,none
23872,Female,26,62137.36,41,InStore,none
23873,Female,29,68125.09,75,InStore,none
23874,Male,27,92219.85,63,Online,silver
23875,Male,39,35603,40,InStore,none
23876,Female,46,18827.74,74,Online,none
23877,Female,80,73063.13,48,InStore,none
23878,Female,60,7778.16,91,InStore,silver
23879,Male,21,75605.83,71,InStore,none
23880,Female,71,33378.61,59,Online,silver
23881,Male,48,58822.01,74,InStore,silver
23882,Male,28,34125.86,70,Online,none
23883,Male,24,-3367.84,86,Online,none
23884,Male,25,56961.32,60,Online,none
23885,Female,76,45596.72,48,InStore,none
23886,Female,35,112056.66,43,Online,silver
23887,Polygender,33,83661.93,79,InStore,silver
23888,Male,61,71366.5,42,InStore,none
23889,Agender,49,75510.97,81,Online,none
23890,Male,18,56802.79,65,Online,none
23891,Genderqueer,33,50539.94,91,Online,silver
23892,Female,20,44639.87,43,InStore,none
23893,Female,78,78226.32,91,BOPS,silver
23894,Male,42,64450.41,81,Online,none
23895,Male,60,44641.78,90,InStore,gold
23896,Male,40,15513.11,84,Online,silver
23897,Female,44,13084.71,54,Online,none
23898,Female,30,55332.78,76,Online,none
23899,Female,59,57326.51,47,Online,none
23900,Female,28,71469.91,72,InStore,silver
23901,Female,35,58043.64,93,InStore,none
23902,Female,27,-15305.25,42,Online,none
23903,Female,57,121312.2,84,InStore,none
23904,Female,47,96559.4,70,InStore,none
23905,Male,48,72271.9,89,InStore,gold
23906,Female,71,32044.15,56,Online,none
23907,Female,56,71760.42,45,InStore,silver
23908,Female,61,38902.3,65,InStore,none
23909,Male,42,57694.91,42,Online,none
23910,Female,69,26646.11,37,InStore,silver
23911,Female,48,50153.45,65,Online,none
23912,Male,44,92930.21,58,BOPS,gold
23913,Male,19,60607.07,53,InStore,silver
23914,Female,81,32355.99,72,Online,silver
23915,Female,24,94072.67,37,Online,none
23916,Male,40,84094.5,75,Online,gold
23917,Male,24,24176.17,74,Online,none
23918,Female,64,11969.85,65,Online,silver
23919,Female,25,68505.41,93,BOPS,none
23920,Female,49,73305.53,35,InStore,gold
23921,Female,19,-3293.77,59,InStore,silver
23922,Male,50,-1231.62,62,Online,none
23923,Male,51,51323.01,68,InStore,none
23924,Non-binary,19,61637.76,82,Online,none
23925,Female,69,51088.45,56,InStore,none
23926,Female,63,46691.76,72,InStore,none
23927,Male,42,15096.86,57,Online,silver
23928,Female,26,61376.22,79,InStore,none
23929,Non-binary,19,69093.97,67,InStore,gold
23930,Male,82,35925.9,75,InStore,none
23931,Agender,29,34533.61,47,Online,silver
23932,Female,29,69620.27,47,InStore,none
23933,Female,76,74849.53,77,BOPS,none
23934,Male,74,83495.64,89,InStore,none
23935,Polygender,36,50566.49,75,Online,none
23936,Male,61,13535.29,44,InStore,platinum
23937,Female,43,25354.29,47,InStore,none
23938,Agender,43,40652.93,53,InStore,silver
23939,Male,62,34049.26,74,BOPS,gold
23940,Male,49,44610.65,76,InStore,none
23941,Male,39,36554.8,85,Online,none
23942,Male,64,40026.12,43,Online,none
23943,Bigender,55,54530.53,59,BOPS,none
23944,Female,44,43221.44,72,InStore,silver
23945,Female,78,42172.63,63,InStore,gold
23946,Female,42,32136.05,63,InStore,none
23947,Male,31,59703.5,70,InStore,none
23948,Female,47,56930.43,48,InStore,platinum
23949,Female,37,83197.03,61,Online,none
23950,Female,78,92757.34,58,InStore,none
23951,Female,79,27262.64,60,InStore,silver
23952,Male,64,36042.58,35,Online,silver
23953,Female,27,57284.82,43,Online,silver
23954,Male,18,73825.8,82,Online,none
23955,Female,80,60363.67,46,InStore,silver
23956,Male,39,39591,67,Online,none
23957,Male,28,81887.41,91,InStore,gold
23958,Genderqueer,19,54278.27,84,Online,silver
23959,Female,74,26400.68,47,InStore,silver
23960,Genderqueer,68,50628.7,42,Online,none
23961,Male,54,54641.48,39,InStore,gold
23962,Male,54,48911.33,67,Online,platinum
23963,Male,18,56046.79,41,Online,none
23964,Female,49,42973.32,93,InStore,none
23965,Male,44,48654.62,91,InStore,none
23966,Male,56,71836.29,47,Online,none
23967,Male,69,69381.25,76,InStore,none
23968,Male,43,29144.68,75,InStore,none
23969,Male,22,53875.69,71,BOPS,silver
23970,Female,67,61136.89,93,BOPS,none
23971,Female,64,54639.11,93,BOPS,none
23972,Male,68,21103.1,77,InStore,none
23973,Male,28,59918.71,40,Online,none
23974,Polygender,58,24932.01,65,Online,gold
23975,Female,79,47064.51,82,InStore,none
23976,Male,39,52515.99,86,InStore,none
23977,Female,68,36073.17,53,Online,silver
23978,Female,50,32199.94,41,Online,none
23979,Female,29,45614.3,88,Online,none
23980,Bigender,47,44602.22,86,InStore,gold
23981,Male,42,18211.34,62,InStore,none
23982,Female,59,21177.38,48,BOPS,silver
23983,Male,66,29828.93,54,Online,none
23984,Agender,60,1100.9,65,InStore,none
23985,Male,28,15742.56,88,InStore,silver
23986,Non-binary,69,24304.67,68,InStore,none
23987,Male,30,38513.45,76,Online,silver
23988,Female,19,71464.7,37,InStore,silver
23989,Male,38,72938.59,53,InStore,silver
23990,Female,41,58211.9,35,Online,gold
23991,Female,75,86423.36,69,InStore,gold
23992,Male,25,57232.81,37,InStore,none
23993,Male,29,47517.72,52,InStore,gold
23994,Male,60,82812.73,38,InStore,none
23995,Female,61,10007.88,39,Online,none
23996,Male,70,32699.13,81,InStore,none
23997,Polygender,21,42779.17,83,InStore,silver
23998,Genderqueer,19,40750.99,80,Online,none
23999,Female,67,25167.52,44,InStore,none
24000,Male,76,41219.93,65,Online,silver
24001,Female,70,87481.22,46,InStore,silver
24002,Male,74,45265.55,56,InStore,none
24003,Male,22,68058.98,75,InStore,none
24004,Male,57,36948.68,52,InStore,none
24005,Female,78,47291.52,79,InStore,gold
24006,Female,41,33310.54,45,InStore,none
24007,Polygender,78,13017.72,49,InStore,none
24008,Female,44,59669.81,42,InStore,silver
24009,Female,48,67640.39,61,Online,silver
24010,Female,80,86683.81,69,InStore,none
24011,Male,82,104897.01,93,InStore,none
24012,Female,27,34884.38,42,Online,platinum
24013,Male,54,42157.62,59,Online,silver
24014,Male,69,57437.79,37,InStore,silver
24015,Male,45,17283.13,36,InStore,none
24016,Male,34,31669.59,73,InStore,platinum
24017,Female,34,79512.13,85,BOPS,gold
24018,Female,83,38040.38,45,InStore,silver
24019,Male,56,89442.68,58,InStore,silver
24020,Male,82,29307.48,88,InStore,gold
24021,Female,39,57299.03,61,Online,none
24022,Male,55,61974.31,85,InStore,none
24023,Male,27,54665.11,55,BOPS,none
24024,Female,35,66760.81,63,Online,gold
24025,Non-binary,76,80876.14,73,InStore,none
24026,Female,72,74600.67,37,Online,silver
24027,Male,26,30972.53,63,BOPS,silver
24028,Genderfluid,63,27980.33,37,Online,none
24029,Male,69,92494.36,76,InStore,gold
24030,Male,61,56804.27,64,InStore,silver
24031,Male,32,38186.17,84,InStore,none
24032,Female,24,88882.16,48,Online,none
24033,Male,83,95403.59,93,Online,none
24034,Female,68,30519.92,73,Online,none
24035,Male,35,85289.23,44,Online,silver
24036,Female,39,52807.22,55,InStore,none
24037,Male,77,60973.58,83,InStore,platinum
24038,Female,22,27441.61,50,Online,silver
24039,Female,67,103728.26,59,Online,gold
24040,Male,76,41434.89,58,Online,silver
24041,Female,31,89739.88,77,Online,none
24042,Female,25,31989.43,52,InStore,none
24043,Female,19,77802.53,53,InStore,none
24044,Non-binary,32,47984.09,92,InStore,none
24045,Female,70,66313.33,36,Online,silver
24046,Male,51,14966.61,56,InStore,none
24047,Male,76,67952.74,58,Online,none
24048,Female,46,19435.16,43,Online,platinum
24049,Female,37,10183.17,55,Online,none
24050,Male,79,79494.46,81,BOPS,silver
24051,Male,70,55847.04,62,InStore,silver
24052,Female,74,51577.23,80,Online,none
24053,Female,67,80733.26,54,InStore,none
24054,Male,27,111826.19,42,Online,silver
24055,Female,70,50490.34,92,InStore,gold
24056,Female,53,57855.49,78,InStore,gold
24057,Male,71,50594.52,94,InStore,none
24058,Female,49,76765.15,73,Online,gold
24059,Male,21,55976.97,78,InStore,none
24060,Male,52,84261.92,52,InStore,none
24061,Female,48,69357.87,60,InStore,none
24062,Male,20,28016.75,63,Online,none
24063,Female,59,36560.71,64,InStore,none
24064,Female,37,56541.94,77,InStore,gold
24065,Female,39,72308.63,91,InStore,gold
24066,Male,41,81099.83,64,Online,none
24067,Female,74,37084.57,72,Online,silver
24068,Female,50,69651.57,44,Online,none
24069,Female,42,103469.61,73,InStore,silver
24070,Polygender,56,36249.13,60,InStore,none
24071,Male,64,91521.96,87,InStore,silver
24072,Female,45,25262.14,71,InStore,silver
24073,Male,25,29875.03,94,InStore,none
24074,Male,46,61237.41,54,Online,none
24075,Genderfluid,46,70962.29,49,BOPS,gold
24076,Male,53,81195.07,42,Online,none
24077,Male,47,82178.76,48,InStore,none
24078,Bigender,25,27681.87,52,Online,silver
24079,Genderqueer,81,17211.28,40,InStore,silver
24080,Male,44,48334.51,37,Online,silver
24081,Male,77,41304.14,65,InStore,none
24082,Male,31,18677.1,40,BOPS,silver
24083,Male,34,43845.11,93,InStore,none
24084,Male,54,65271.74,81,Online,none
24085,Male,52,45640.09,42,Online,none
24086,Male,44,44805.94,68,InStore,silver
24087,Male,66,65681.85,56,InStore,silver
24088,Female,63,69176.98,57,Online,none
24089,Female,49,58358.95,39,InStore,none
24090,Female,62,55714.74,54,Online,silver
24091,Polygender,77,48215.97,60,InStore,none
24092,Female,63,58608.27,50,InStore,none
24093,Female,20,79475.82,35,BOPS,none
24094,Female,57,65226.34,72,InStore,none
24095,Male,45,52084.63,88,Online,none
24096,Male,67,98388.89,68,BOPS,silver
24097,Male,55,56832.08,58,InStore,platinum
24098,Male,31,60429.31,60,Online,silver
24099,Female,52,44030.68,46,BOPS,none
24100,Female,70,45647,62,InStore,none
24101,Bigender,77,23558.68,88,Online,none
24102,Female,41,46264.72,88,Online,none
24103,Female,31,66252.25,63,Online,none
24104,Female,78,22199.45,84,InStore,none
24105,Male,35,41759.38,67,InStore,none
24106,Male,65,69413.73,78,InStore,none
24107,Female,42,11917.43,88,BOPS,silver
24108,Female,18,55226.36,68,InStore,gold
24109,Female,52,71025.88,87,Online,none
24110,Female,46,24713.88,78,Online,none
24111,Female,72,45276.21,62,Online,silver
24112,Female,49,32748.3,50,Online,none
24113,Male,28,37155.15,65,InStore,silver
24114,Female,74,63963.73,50,InStore,silver
24115,Female,24,46949.39,63,InStore,none
24116,Female,49,40489,85,Online,none
24117,Male,56,75501.48,79,Online,none
24118,Male,41,66963.94,39,Online,none
24119,Male,27,60898.82,44,InStore,none
24120,Female,82,87363.19,48,Online,none
24121,Bigender,30,27299.49,94,Online,none
24122,Female,49,67454.21,57,Online,none
24123,Male,23,61950.22,48,BOPS,silver
24124,Male,71,66351.61,68,InStore,none
24125,Female,41,50353.92,77,BOPS,none
24126,Male,23,85543.97,67,InStore,none
24127,Genderfluid,47,42539.95,60,Online,gold
24128,Male,56,69645.14,45,InStore,none
24129,Male,39,75538.44,85,InStore,silver
24130,Polygender,52,24204.53,73,Online,none
24131,Male,19,30894.24,78,Online,none
24132,Female,34,48952.17,69,BOPS,platinum
24133,Female,19,48074.92,77,InStore,none
24134,Male,68,17971.17,50,Online,none
24135,Male,83,46816.57,78,Online,gold
24136,Bigender,71,27042.23,74,Online,gold
24137,Male,81,91317.03,54,Online,gold
24138,Female,61,55493.04,45,InStore,silver
24139,Bigender,77,65846.36,45,InStore,none
24140,Male,82,36597.84,48,InStore,gold
24141,Male,79,60025.26,52,InStore,silver
24142,Male,53,46701.06,76,InStore,none
24143,Male,79,15361.66,69,Online,silver
24144,Male,58,58421.27,92,InStore,none
24145,Female,60,35747.47,42,InStore,none
24146,Female,20,82042.66,82,InStore,none
24147,Male,60,47063.1,35,InStore,gold
24148,Female,49,51098.72,55,Online,silver
24149,Bigender,25,70491.93,57,InStore,none
24150,Female,82,51068.06,39,InStore,none
24151,Male,51,68363.6,73,InStore,platinum
24152,Male,42,45068.24,73,InStore,none
24153,Female,68,12985.7,84,InStore,silver
24154,Female,61,44948.72,42,InStore,platinum
24155,Male,54,84363.16,41,InStore,none
24156,Female,71,52808.5,40,Online,none
24157,Male,76,48180.61,92,InStore,gold
24158,Male,22,48674.55,70,InStore,none
24159,Female,39,56622.49,64,Online,silver
24160,Female,19,84343.1,73,Online,none
24161,Female,45,92540.61,94,InStore,silver
24162,Male,73,66405.76,75,InStore,none
24163,Female,66,68867.54,67,Online,none
24164,Male,44,20023.73,50,Online,none
24165,Female,74,-339.71,56,Online,none
24166,Female,23,88715.89,69,InStore,none
24167,Male,70,38405.53,43,Online,none
24168,Male,42,26162.38,52,InStore,none
24169,Female,40,73527.31,88,Online,none
24170,Male,81,45530.91,78,InStore,none
24171,Female,53,61350.64,55,Online,none
24172,Male,82,41657.7,70,InStore,silver
24173,Male,44,66276.24,66,Online,silver
24174,Female,63,67180.42,93,InStore,none
24175,Male,81,45599.49,48,InStore,none
24176,Male,50,41249.59,37,InStore,gold
24177,Female,50,53780.01,86,Online,none
24178,Male,69,96599.98,47,InStore,none
24179,Male,43,59814.05,35,Online,none
24180,Female,31,67646.18,39,InStore,none
24181,Female,47,17241.58,52,InStore,none
24182,Female,25,68609.61,80,InStore,none
24183,Non-binary,48,77874.87,55,InStore,silver
24184,Male,68,95763.77,71,InStore,silver
24185,Female,51,71382.08,81,InStore,none
24186,Female,75,29617.09,56,Online,none
24187,Male,18,65242.56,77,InStore,none
24188,Male,46,41231.25,75,Online,gold
24189,Female,52,38147.88,59,Online,none
24190,Female,38,77033.13,56,InStore,gold
24191,Female,70,68482.64,55,BOPS,gold
24192,Female,44,68370.72,55,InStore,none
24193,Male,40,98198.7,82,BOPS,none
24194,Female,77,34237.9,41,InStore,silver
24195,Male,36,40732.42,63,BOPS,none
24196,Female,32,52249.97,51,InStore,none
24197,Male,24,31997.54,49,InStore,gold
24198,Genderqueer,19,62777.18,73,InStore,gold
24199,Male,24,11390.96,66,InStore,gold
24200,Female,44,35398.73,82,Online,none
24201,Male,65,28852.73,93,Online,silver
24202,Female,30,67350.93,43,InStore,platinum
24203,Male,75,89028.4,82,InStore,none
24204,Female,80,27114.66,61,InStore,silver
24205,Male,31,28169.19,72,InStore,platinum
24206,Female,34,68376.07,76,InStore,silver
24207,Male,83,25091.83,65,InStore,none
24208,Female,52,44358.03,42,InStore,silver
24209,Male,38,36121.52,53,Online,none
24210,Male,57,72881.04,41,InStore,none
24211,Female,68,35956.29,42,InStore,gold
24212,Female,76,65340.79,94,InStore,silver
24213,Female,39,34404.12,81,Online,platinum
24214,Male,56,99057.54,39,InStore,silver
24215,Female,37,35031.37,80,Online,none
24216,Female,46,52940.48,37,Online,none
24217,Male,51,51835.91,55,InStore,none
24218,Male,35,54534.33,77,InStore,gold
24219,Female,50,23633.53,62,InStore,silver
24220,Female,47,91926.9,66,InStore,silver
24221,Male,48,48617.95,50,InStore,none
24222,Female,59,23241.78,60,InStore,none
24223,Male,68,41575.74,70,Online,silver
24224,Male,76,76654.78,71,InStore,platinum
24225,Male,72,48171.04,56,InStore,gold
24226,Male,34,66146.39,94,Online,none
24227,Male,59,48861.85,36,InStore,silver
24228,Female,60,18860.43,84,Online,silver
24229,Male,50,53462.08,73,InStore,none
24230,Genderfluid,57,68431.44,70,Online,silver
24231,Non-binary,76,39224.85,44,InStore,gold
24232,Female,43,32034.51,65,InStore,silver
24233,Female,79,66911.89,80,InStore,none
24234,Male,45,87311.54,42,InStore,platinum
24235,Genderqueer,29,54417.02,82,InStore,silver
24236,Male,73,51118.55,68,Online,none
24237,Male,60,59362.66,84,InStore,platinum
24238,Female,33,56778.6,83,Online,silver
24239,Female,51,35555.4,38,InStore,gold
24240,Female,38,79916.94,66,InStore,silver
24241,Male,58,21155.91,85,Online,none
24242,Female,20,51701.92,83,InStore,gold
24243,Male,28,71245.7,38,Online,platinum
24244,Female,45,43453.86,50,InStore,none
24245,Male,21,85317.99,74,InStore,silver
24246,Female,56,38534.7,72,InStore,silver
24247,Female,69,46869.32,59,InStore,gold
24248,Female,44,62394.19,92,Online,none
24249,Bigender,80,30866.71,52,InStore,none
24250,Genderqueer,55,59519.68,84,BOPS,gold
24251,Female,27,113291.44,90,InStore,none
24252,Male,71,65627.2,84,InStore,none
24253,Male,39,84265.5,36,Online,none
24254,Male,54,49510.35,65,InStore,silver
24255,Male,35,26016.79,41,InStore,silver
24256,Male,49,81534.97,48,InStore,silver
24257,Female,30,68092.66,79,InStore,none
24258,Female,82,42069.59,74,InStore,none
24259,Genderfluid,37,85374.94,80,Online,none
24260,Genderfluid,78,59885.36,48,InStore,gold
24261,Female,60,73178.39,37,InStore,none
24262,Male,42,62743.9,82,Online,silver
24263,Male,25,54557.43,48,BOPS,none
24264,Female,51,34792,61,InStore,none
24265,Male,40,63983.34,63,Online,silver
24266,Male,28,20873.73,43,InStore,none
24267,Female,57,-2218.17,47,InStore,silver
24268,Male,42,59581.4,74,Online,silver
24269,Male,35,57722.34,64,Online,gold
24270,Male,42,47471.49,68,BOPS,none
24271,Female,82,45661.18,75,Online,none
24272,Female,45,55322.79,92,Online,platinum
24273,Female,25,51981.12,47,InStore,none
24274,Female,35,100174.5,62,InStore,silver
24275,Female,31,24482.72,59,InStore,none
24276,Male,40,92472.64,60,Online,none
24277,Non-binary,31,39752.8,84,InStore,silver
24278,Genderfluid,70,25679.84,43,InStore,platinum
24279,Female,45,89019.44,60,InStore,none
24280,Male,73,9807.4,69,Online,silver
24281,Female,54,40964.56,41,InStore,none
24282,Female,44,51397.68,84,Online,gold
24283,Male,64,67725.72,76,InStore,gold
24284,Male,19,84368.89,90,InStore,gold
24285,Female,21,94592.55,42,Online,silver
24286,Female,52,67744.59,50,Online,gold
24287,Genderqueer,26,99859.68,58,Online,silver
24288,Female,30,39923.77,92,InStore,gold
24289,Male,62,123242.04,83,InStore,silver
24290,Female,27,15152.1,71,InStore,none
24291,Female,40,97101.1,75,Online,none
24292,Male,26,66082.14,41,InStore,platinum
24293,Agender,28,52223.4,46,Online,none
24294,Male,77,47394.23,80,Online,platinum
24295,Genderqueer,57,84117.47,39,InStore,silver
24296,Male,61,40386.78,56,InStore,none
24297,Bigender,65,136295.8,51,InStore,none
24298,Male,39,74222.39,85,InStore,gold
24299,Female,49,71038.44,40,Online,none
24300,Female,43,66677.71,36,Online,none
24301,Male,55,51686.44,94,BOPS,platinum
24302,Male,64,52048.68,63,Online,silver
24303,Female,26,63124.6,74,InStore,silver
24304,Polygender,37,80582.47,53,InStore,silver
24305,Female,22,72972.71,49,InStore,silver
24306,Non-binary,31,83749.08,59,InStore,none
24307,Male,66,77174.57,76,InStore,none
24308,Female,65,82351.55,56,Online,none
24309,Female,44,60984.61,53,InStore,none
24310,Male,28,-14486.16,90,InStore,platinum
24311,Male,46,61275,41,InStore,none
24312,Female,76,38602.25,50,Online,none
24313,Male,40,18999.19,74,Online,gold
24314,Female,49,64098.61,65,InStore,silver
24315,Female,21,39933.06,64,Online,none
24316,Female,52,38398.32,38,InStore,platinum
24317,Female,52,49979.5,40,Online,platinum
24318,Male,25,34873.98,64,BOPS,platinum
24319,Male,82,71149.88,39,InStore,silver
24320,Male,56,-17717.57,93,Online,platinum
24321,Female,68,55279.66,81,InStore,silver
24322,Male,18,98169.17,50,InStore,platinum
24323,Male,67,84731.8,75,BOPS,silver
24324,Female,20,48511.5,80,InStore,silver
24325,Female,21,4413.56,61,Online,none
24326,Male,51,72819.99,54,InStore,none
24327,Female,55,12358.07,42,InStore,silver
24328,Female,63,72199.69,39,Online,gold
24329,Female,27,47746.14,81,InStore,none
24330,Male,74,85302.81,93,InStore,none
24331,Male,79,75785.11,60,Online,none
24332,Female,71,74929.36,35,InStore,none
24333,Male,76,69365.39,94,InStore,none
24334,Bigender,33,52076.1,48,Online,gold
24335,Female,79,78964.24,93,InStore,silver
24336,Male,68,50948.71,44,InStore,none
24337,Male,53,110160.52,91,Online,none
24338,Female,34,31029.44,86,InStore,none
24339,Female,26,33396.21,58,InStore,none
24340,Male,18,58675.26,49,InStore,silver
24341,Male,63,23945.02,76,InStore,none
24342,Male,49,30360.52,64,Online,silver
24343,Female,73,40693.57,74,InStore,none
24344,Female,47,92342.79,52,InStore,silver
24345,Female,58,64665.13,37,InStore,silver
24346,Female,37,55763.07,84,Online,none
24347,Female,52,46440.72,44,InStore,silver
24348,Male,70,74140.27,61,Online,gold
24349,Female,55,75105.72,63,InStore,none
24350,Male,28,73682.56,54,Online,silver
24351,Male,36,44039.85,54,InStore,platinum
24352,Female,67,65616.21,61,InStore,none
24353,Genderqueer,51,26582.09,75,BOPS,silver
24354,Female,48,44242.9,83,Online,gold
24355,Male,70,93071.87,56,InStore,gold
24356,Male,39,63670.6,80,Online,gold
24357,Female,73,10943.93,36,Online,platinum
24358,Male,57,28370.1,35,Online,none
24359,Female,32,39931.87,42,InStore,silver
24360,Female,69,31377.36,90,BOPS,gold
24361,Female,51,96382.91,89,InStore,none
24362,Male,51,56890.31,71,Online,silver
24363,Female,33,59539.44,57,InStore,none
24364,Female,67,34615.38,38,InStore,none
24365,Male,24,26819.8,36,InStore,silver
24366,Agender,44,97120.88,89,Online,silver
24367,Female,68,38623.89,80,Online,none
24368,Non-binary,40,52757.03,35,Online,gold
24369,Female,35,56307.8,65,InStore,none
24370,Female,76,49888.53,75,InStore,gold
24371,Female,48,61222.27,36,BOPS,gold
24372,Female,28,68151.34,68,InStore,silver
24373,Agender,42,69577.71,71,Online,silver
24374,Male,32,148171,81,Online,platinum
24375,Female,19,94827.24,76,InStore,none
24376,Male,81,38410.41,77,Online,silver
24377,Male,82,41379.26,66,Online,gold
24378,Male,33,-26815.29,67,Online,platinum
24379,Male,54,71068.79,77,Online,none
24380,Female,69,45541.74,93,Online,none
24381,Female,58,13548.26,42,InStore,gold
24382,Female,76,102224.06,39,Online,none
24383,Female,75,84053.95,44,InStore,silver
24384,Male,66,63952.77,42,Online,gold
24385,Female,43,61365.79,93,InStore,silver
24386,Genderfluid,33,40308.15,45,BOPS,gold
24387,Female,37,71961.42,37,InStore,silver
24388,Male,29,43717.9,84,InStore,platinum
24389,Male,20,74828.75,49,InStore,platinum
24390,Female,29,89147.47,77,BOPS,none
24391,Female,28,71230.82,92,BOPS,none
24392,Male,79,58758.27,44,Online,none
24393,Male,36,71615.9,79,Online,none
24394,Female,80,57615.63,93,InStore,none
24395,Female,75,97353.77,72,BOPS,none
24396,Male,83,74404.01,38,InStore,silver
24397,Female,74,13773.16,82,InStore,silver
24398,Female,63,62791.86,50,Online,none
24399,Male,76,28321.87,84,InStore,platinum
24400,Male,30,3318.11,46,Online,silver
24401,Male,31,71837.81,70,InStore,none
24402,Female,56,79132.9,63,InStore,platinum
24403,Agender,31,33228.09,56,Online,none
24404,Non-binary,37,51081.53,62,BOPS,none
24405,Male,77,54266.03,56,InStore,silver
24406,Male,59,51585.56,36,InStore,platinum
24407,Female,48,75379.93,36,InStore,none
24408,Male,45,93561.75,65,InStore,none
24409,Female,73,50793.44,54,BOPS,none
24410,Female,26,86634.52,86,InStore,silver
24411,Female,33,59028.91,51,InStore,none
24412,Male,66,16420.88,63,Online,none
24413,Female,48,101636.91,83,Online,none
24414,Male,43,40855.62,72,Online,gold
24415,Female,37,7883.48,44,InStore,none
24416,Female,58,54262.55,62,BOPS,none
24417,Male,19,4712.19,52,Online,platinum
24418,Genderfluid,21,79748.16,36,Online,silver
24419,Female,64,74459.99,68,InStore,none
24420,Female,22,43087.13,87,Online,none
24421,Female,82,47354.43,47,InStore,none
24422,Female,18,63027.83,52,InStore,none
24423,Male,29,66440.57,74,InStore,none
24424,Male,37,54173.64,66,InStore,none
24425,Male,54,56633.86,42,InStore,silver
24426,Male,50,32523.33,59,Online,gold
24427,Male,68,-11504.53,88,InStore,none
24428,Female,81,73054.58,53,Online,none
24429,Male,69,51759.63,94,InStore,silver
24430,Female,49,84461.42,82,InStore,none
24431,Female,42,58551.91,89,Online,none
24432,Male,53,83109.83,60,Online,silver
24433,Female,45,34018.57,80,Online,silver
24434,Female,31,110415.07,86,Online,gold
24435,Male,68,15281.15,39,Online,none
24436,Female,76,44333.34,89,InStore,none
24437,Female,58,43848.07,92,Online,gold
24438,Female,80,74074.55,59,InStore,silver
24439,Non-binary,20,57509.56,56,Online,silver
24440,Female,81,50996.08,54,Online,none
24441,Female,52,61876.21,76,Online,gold
24442,Female,29,65031.4,66,InStore,silver
24443,Bigender,71,45148.16,39,InStore,none
24444,Female,28,53036.66,69,InStore,silver
24445,Female,41,111053.2,65,InStore,none
24446,Female,79,85253.67,48,InStore,gold
24447,Female,57,40809.2,54,InStore,silver
24448,Female,71,41270.56,72,Online,silver
24449,Male,68,14220.48,73,Online,none
24450,Male,55,1373.13,76,InStore,none
24451,Female,20,95377.42,77,InStore,silver
24452,Female,69,20723.7,91,InStore,gold
24453,Female,56,-7228.47,41,Online,none
24454,Female,83,33137.31,93,Online,silver
24455,Female,20,19097.46,79,Online,none
24456,Female,24,48455.28,88,Online,none
24457,Male,64,50016.43,59,InStore,none
24458,Female,30,61885.37,70,InStore,none
24459,Male,22,94178.52,37,InStore,none
24460,Female,65,65755.84,59,InStore,none
24461,Female,71,85637.67,80,Online,none
24462,Female,21,53925.71,53,InStore,silver
24463,Male,34,97144.58,56,Online,gold
24464,Male,70,72552.39,76,InStore,none
24465,Female,67,63633.05,45,InStore,gold
24466,Female,30,24969.7,39,InStore,gold
24467,Male,65,27937.8,81,Online,none
24468,Bigender,69,77099.92,92,Online,gold
24469,Polygender,75,50916.15,36,Online,none
24470,Male,58,58015.66,82,BOPS,none
24471,Male,53,33298.45,48,InStore,none
24472,Male,71,52210.4,50,BOPS,none
24473,Genderfluid,76,65974.98,46,Online,none
24474,Female,46,16006.44,55,InStore,none
24475,Polygender,20,51253.91,85,InStore,none
24476,Female,33,77154.18,55,BOPS,gold
